युक्रेनी नागरिकलाई घरको ढोका खोलिदिन बेलायत सरकारको आग्रह	रुसको आक्रमणबाट विस्थापित युक्रेनी नागरिकका लागि बेलायत सरकारले बासस्थानको व्यवस्थापन गरेर सहयोग गर्ने भएको छ । बेलायतले युक्रेनी शरणार्थीका लागि होम्स फर युक्रेन अभियान थालेको हो । बेलायतले युक्रे...	https://l.hamropatro.com/r/https://www.janaaastha.com/archives/82960	international	2
एनभिदिया ग्राफिक्स रहेका सबै उपकरण बिटक्वाइन माइनिङ मसिन बनाइदिने ह्याकरको चेतावनी 	काठमाडौं । दक्षिण अमेरिकी ह्याकिङ समूह ल्यापसस (Lapsus$) ले एनभिदिया एलएचआर (लाइट ह्यास रेट) जीपीयूको सफ्टवेयर तथा फर्मवेयर डेटा लिक गरिदिने चेतावनी दिएको छ । ह्याकिङ समूहको माग पुरा नगरे कम्पनीको ...	https://l.hamropatro.com/r/https://www.techpana.com/2022/120410/	technology	0
चायापोतोले सतायो ? यसरी पाउनुहोस् छुटकारा	हरेक मानिस शारीरिक रूपमा सुन्दर देखिन चाहन्छन् । तर, खानपान र हेरचाहमा ख्याल नगर्दा शरीरमा अनेक समस्या देखिने गर्छ । अहिले थुप्रै मानिसहरूको अनुहारमा चायापोतो देखिने समस्याबाट पीडित छन् । अब भने घ...	https://l.hamropatro.com/r/https://www.merolifestyle.com/archives/32869	health	1
महाशिवरात्रीमा पशुपतिमा केएमसीको निःशुल्क स्वास्थ्य शिविर	काठमाडौं । महाशिवरात्रीको अवसर पारेर काठमाडौंको सिनामंगलस्थित काठमाडौं मेडिकल कलेजले मंगलबार काठमाडौंको पशुपती मन्दिर क्षेत्रमा निःशुल्क स्वास्थ्य शिविर सञ्चालन गरेको छ । शिवरात्रीको अवसरमा आउने भक...	https://l.hamropatro.com/r/https://hamrakura.com/news-details/118524/2022-03-02	health	2
तौल कम गर्न खानपानमा परिवर्तन गरेर मात्रै नहुने	आजकाल धेरैजसो मानिसको जीवनशैली पहिलेको जस्तै सक्रिय छैन । अत्यन्त कम व्यायाम र बसीबसी काम गर्नाले मोटोपनको समस्या बढ्दै गइरहेको छ । यसले गम्भीर किसिमका बिरामीलाई निम्ता दिइरहेको छ । तौल कम गर्न वि...	https://l.hamropatro.com/r/https://ratopati.com/story/226163/2022/3/13/weight-loss	health	1
युक्रेनको पक्षमा मत दिँदा नेपाल अमेरिकी खेमामा गयो भन्न मिल्दैनः अर्जुनबहादुर थापा (अन्तर्वार्ता)	अर्जुनबहादुर थापा पूर्व परराष्ट्र सचिव हुन्। थापा दक्षिण एसियाली क्षेत्रीय सहयोग संगठन (सार्क) का पूर्वमहासचिव पनि हुन्। थापासँग नेपालको विदेश सम्बन्ध र युक्रेन संकटबारे नेपालखबरले गरेको कुराकानीः ...	https://l.hamropatro.com/r/https://nepalkhabar.com/interview/122764-2022-3-6-22-43-23	popular	1
म्यानचेस्टर युनाईटेडलाई हराउँदै सिटीको शीर्ष स्थानमा ६ अंकको अग्रता	इंग्लिस प्रिमियर लिग फुटबलमा म्यानचेस्टर सिटीले शीर्ष स्थानमा ६ अंकको अग्रता बनाएको छ। आइतबार राति भएको डर्बी खेलमा सिटीले म्यानचेस्टर युनाईटेडलाई ४-१ गोल अन्तरमा हराउँदै उपाधि यात्रामा अगाडि बढेको...	https://l.hamropatro.com/r/https://www.setopati.com/sports/football/263932	sports	1
‘२ नम्बरी’मा धीरज, अनमोल वा सौगातमध्ये कसको होला ‘इन्ट्री’ ?	२४ फागुन, काठमाडौं । जबरजस्ती करणीको अभियोग लागेपछि अभिनेता पल शाह अहिले प्रहरी हिरासतमा छन् । यो मुद्दाका कारण उनले सुटिङ सुरु हुन लागेको फिल्म ‘२ नम्बरी’ गुमाएका छन् । चैत दोस्रो सातादेखि यो फिल...	https://l.hamropatro.com/r/https://www.onlinekhabar.com/2022/03/1090782	entertainment	1
रुस युक्रेन युद्धका कारण यसरी बढ्दैछ क्रिप्टोकरेन्सीको महत्त्व	काठमाडौं । युक्रेन र रुसबीच जारी युद्धका कारण अहिले विश्वभरको माहोल गर्माएको छ । सँगसँगै यसै युद्धका कारण विश्व युद्धको खतरा समेत बढ्दै गएको छ । यसैबीच क्रिप्टोकरेन्सीले भने आफ्नो आवश्यकता र महत्व...	https://l.hamropatro.com/r/https://www.techpana.com/2022/120495/	technology	0
नेसनल लाइफको बोनस सेयर पारित गर्न कहिले बस्दैछ साधारण सभा ?	नेपाली पैसा    काठमाडौं : नेसनल लाइफ इन्सुरेन्स कम्पनीले लाभांश अनुमोदन गर्न फागुन २९ गते साधारण सभा बोलाएको छ । सभा नेसनल लाइफ भवन, केन्द्रीय कार्यालय, लाजिम्पाट काठमाडौंमा भर्चुअल माध्यमबाट बिह...	http://l.hamropatro.com/r/http://www.nepalipaisa.com/NewsDetail.aspx/id/46661	economics	1
