भारतीय विद्यार्थीहरूलाई कुटपिट गरी युक्रेन फिर्ता पठाइएको बेलारूसी राजदूतको दाबी	बेलारुस : पोल्याण्डसँगको सीमामा तैनाथ सुरक्षाकर्मीले करिब १०० भारतीय विद्यार्थीलाई कुटपिट गरी युक्रेन फिर्ता पठाएको बेलारुसले दाबी गरेको छ। यी विद्यार्थीलाई रोमानियाको शरणार्थी शिविरमा स्थान दिइएको...	annapurnapost.com	७ घण्टा अघि	https://l.hamropatro.com/r/https://annapurnapost.com/news/197596	popular
आमिताभको झुण्ड हेर्दा आमिरले  थाम्न सकेनन् आँशु	अमिताभ बच्चनको फिल्म झुण्ड हेरेर अर्का अभिनेता आमिर खानले आँशु थाम्न सकेनन् । यो फिल्मको प्रिमियरमा पुगेका आमिर फिल्म हेर्ने क्रममा रोएका हुन् । ‘फिल्म मैले हेरें । हेर्दै जाँदा यति धेरै मन छोयो ...	lokaantar.com	११ घण्टा अघि	https://l.hamropatro.com/r/https://lokaantar.com/story/174263/2022/3/3/press/amitabh-amir-	popular
माओवादी विवादमा विप्लव प्रवेश	नेकपा माओवादी केन्द्रभित्रको विवादमा नेत्रविक्रम चन्द 'विप्लव' को प्रवेश भएको छ। माओवादी केन्द्रका अध्यक्ष पुष्पकमल दाहालसँग असन्तुष्ट वरिष्ठ नेता नारायणकाजी श्रेष्ठले बुधबार विप्लवसँग गरेको संवादल...	ratopati.com	१० घण्टा अघि	https://l.hamropatro.com/r/https://ratopati.com/story/224182/2022/3/3/maoist-dispute	popular
माओवादीमा नारायणकाजी पक्षधरको निष्कर्ष : प्रचण्ड अब सुध्रिँदैनन्, सँगै बस्नुको अर्थ छैन !	महाधिवेशनको निर्णयविपरीत अमेरिकी सहयोग परियोजना मिलेनियम च्यालेन्ज कर्पोरेसन (एमसीसी) संसद्बाट अनुमोदन गरेसँगै सत्तारुढ दल नेकपा माओवादी केन्द्रमा ‘गम्भीर मतभेद’ उत्पन्न भएको छ । यो मतभेदले पार्टी ...	ratopati.com	३ घण्टा अघि	https://l.hamropatro.com/r/https://ratopati.com/story/224278/2022/3/3/narayan-kaji-shrestha-maoist-	popular
किन उभियो नेपाल युक्रेनको पक्षमा ?	काठमाडौं । एक सातादेखि रुसले युक्रेनमाथि आक्रमण सुरु गरेयता पक्ष र विपक्षमा विश्व धु्रवीकृत भएको छ । युक्रेनको पक्षमा अमेरिकासँगको रणनीतिक साझेदार मुलुकहरू छन् भने विपक्षमा चीन बेलारुसलगायतका ठूला ...	rajdhanidaily.com	१२ घण्टा अघि	https://l.hamropatro.com/r/https://rajdhanidaily.com/id/57414/	popular
अमेरिकाले किन उडायो आणविक बम प्रतिरोधी हवाई जहाज ?	रुसी राष्ट्रपति भ्लादमिर पुटिनले केही दिन अगाडि आफ्नो देशको परमाणु सेनालाई उच्च सतर्कतामा रहन निर्देशन दिए । पुटिनको उक्त आदेशसँगै गत फेब्रुअरी २८ मा अमेरिकाले यस्तो विमान उडायो जसले परमाणु बमको आक...	onlinekhabar.com	४ घण्टा अघि	https://l.hamropatro.com/r/https://www.onlinekhabar.com/2022/03/1088328	popular
रुसको क्षेप्यास्त्र आक्रमणमा पर्‍यो बंगलादेशको जहाज, कर्मचारीको मृत्यु	रुस र युक्रेनबीच चलिरहेको युद्धमा बंगलादेश समेत मुछिएको छ ।  युद्धको आठौं दिन रुसको क्षेप्यास्त्रले युक्रेनी बन्दरगाहमा रहेको बंगलादेशी जहाजलाई प्रहार गरेको छ । त्यस जहाजमा रहेका एक कर्मचारीको मृत...	lokaantar.com	५ घण्टा अघि	https://l.hamropatro.com/r/https://lokaantar.com/story/174314/2022/3/3/international/bangladesh-vessel	popular
युक्रेनी डिजिटल हमलाका कारण रुसका पावर ग्रिड र हतियार बोक्ने रेल अवरुद्ध हुँदै	काठमाडौं । युक्रेनियन साइबर गुरिला वारफेयर समूहले रुसका प्रमुख संरचनाविरुद्ध डिजिटल हमला गरिरहेका छन् ।  युक्रेनियन साइबर गुरिलाद्वारा गरेको डिजिटल हमलाका कारण रुसी रेलवे प्रणालीदेखि विद्युतीय पाव...	baahrakhari.com	३ घण्टा अघि	https://l.hamropatro.com/r/https://baahrakhari.com/news-details/343185	popular
नारायणकाजीलाई प्रचण्डको आग्रह – पार्टीबाट अलग नहुनुस्	१९ फागुन, काठमाडौं । माओवादी केन्द्रका अध्यक्ष प्रचण्ड र नारायणकाजी श्रेष्ठबीच आज बिहान प्रचण्ड निवासमा छलफल भएको छ । छलफल पार्टी एकता कायम गर्ने विषयमा केन्द्रित रहे पनि निष्कर्षविहीन भएको स्रोतले...	onlinekhabar.com	७ घण्टा अघि	https://l.hamropatro.com/r/https://www.onlinekhabar.com/2022/03/1088220	popular
एमसीसीका लागि धमाधम कर्मचारी भर्ना गरिँदै	काठमाडौं । केही विवाद र चौतर्फी दबाबबीच गत आइतबार संघीय संसद्बाट पारित भएको अमेरिकी सहयोग परियोजना मिलेनियम च्यालेन्ज कर्पोरेसन (एमसीसी)का लागि सरकारले धमाधम कर्मचारी भर्ना गर्ने प्रक्रिया सुरु गरे...	rajdhanidaily.com	६ घण्टा अघि	https://l.hamropatro.com/r/https://rajdhanidaily.com/id/57447/	popular
